"CENTRO-06Z-09/08/009","P47264","700610908009","working","2020-01-21 08:22:51","296,90","P47264-29092384-ANTEL-RADIOBASE-CELULAR","CENTRO-06Z","09","08","009"
"CENTRO-06Z-19/04/009","P54628","700611904009","working","2020-08-29 18:09:29","75,48","E83163 RadioBase P54628","CENTRO-06Z","19","04","009"
"CENTRO-07Z-08/05/009","P69287","700710805009","working","2020-01-22 07:40:32","295,89","RadioBase P69287","CENTRO-07Z","08","05","009"
"CENTRO-09Z-09/08/009","P54021","700910908009","working","2020-10-24 15:40:36","19,68","P54021 RadioBase","CENTRO-09Z","09","08","009"
"CENTRO-14Z-18/03/025","P68898","701411803025","working","2020-09-17 13:51:31","56,65","P68898-E84012-ANTEL-RADIOBASE-CELULAR","CENTRO-14Z","18","03","025"
"CENTRO-15Z-03/03/004","P69053","701510303004","working","2020-11-12 18:35:12","0,44","P69053-ANTEL-RADIOBASE-CELULAR","CENTRO-15Z","03","03","004"
"C-VIEJA-01Z-06/07/004","P68877","700110607004","working","2020-01-23 09:35:30","295,00","P68877 RadioBase","C-VIEJA-01Z","06","07","004"
"C-VIEJA-03Z-02/03/002","P45730","700310203002","OffLine","2020-11-13 04:52:51","0,00","E83052 E82842 RadioBase P45730","C-VIEJA-03Z","02","03","002"
"C-VIEJA-03Z-03/02/020","P45734","700310302020","working","2020-08-15 19:03:40","89,42","P45734-E82691-E82692-E82843-E83053-ANTEL-RADIOBASE-CELULAR","C-VIEJA-03Z","03","02","020"
"C-VIEJA-03Z-13/02/006","P83506","700311302006","working","2020-09-11 11:35:41","62,78","P83506 RadioBase E85055","C-VIEJA-03Z","13","02","006"
"C-VIEJA-03Z-15/04/025","P70396","700311504025","working","2020-05-18 16:03:12","178,55","P70396-E84039-ANTEL RADIOBASE CELULAR","C-VIEJA-03Z","15","04","025"
"C-VIEJA-04Z-13/06/004","P54327","700411306004","working","2020-09-03 14:04:30","70,66","E83162 RadioBase P54327","C-VIEJA-04Z","13","06","004"
"C-VIEJA-05Z-02/06/002","P54020","700510206002","working","2020-04-05 13:48:36","221,65","E83092 RadioBase P54020","C-VIEJA-05Z","02","06","002"
"C-VIEJA-05Z-12/08/004","P54326","700511208004","working","2020-03-31 19:28:52","226,38","E83151 RadioBase P54326","C-VIEJA-05Z","12","08","004"
