914750:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT4/8/13]:Radio Base - P41152-22093280-ANTEL-RADIOBASE-CELULAR - RX
914749:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT4/8/13]:Radio Base - P41152-22093280-ANTEL-RADIOBASE-CELULAR - TX
915171:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT2/4/6]:Radio Base - P69917-E84017-ANTEL-RADIOBASE-CELULAR - RX
915173:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT8/7/6]:Radio Base - P43855-22000722-ANTEL-RADIOBASE-CELULAR - RX
915170:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT2/4/6]:Radio Base - P69917-E84017-ANTEL-RADIOBASE-CELULAR - TX
915172:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT8/7/6]:Radio Base - P43855-22000722-ANTEL-RADIOBASE-CELULAR - TX
914728:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT2/8/6]:Radio Base - P69853-E84037-ANTEL-RADIOBASE-CELULAR - RX
914727:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT2/8/6]:Radio Base - P69853-E84037-ANTEL-RADIOBASE-CELULAR - TX
915179:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT13/4/7]:Radio Base - P47316-22056788-ANTEL-RADIOBASE-CELULAR - RX
915178:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT13/4/7]:Radio Base - P47316-22056788-ANTEL-RADIOBASE-CELULAR - TX
915181:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT12/6/27]:Radio Base - P56444 RadioBase - RX
915180:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT12/6/27]:Radio Base - P56444 RadioBase - TX
1084402:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT19/4/01]:Radio Base - E83713-RadioBase-P64047 - RX
1084403:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT19/4/01]:Radio Base - E83713-RadioBase-P64047 - TX
1084404:3:0:0:PONRX[zxAnPonOnuIfRxOctets.ONT7/5/3]:Radio Base - E83043 RadioBase P51834 - RX
1084405:3:0:0:PONTX[zxAnPonOnuIfTxOctets.ONT7/5/3]:Radio Base - E83043 RadioBase P51834 - TX
